Tournament,Stage,Match Type,Match Name,Team,Action,Map
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Gentle Mates,pick,Abyss
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Team Heretics,pick,Fracture
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Gentle Mates,ban,Bind
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Team Heretics,ban,Haven
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Karmine Corp,ban,Haven
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,GIANTX,ban,Abyss
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Karmine Corp,pick,Bind
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,GIANTX,pick,Lotus
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Karmine Corp,ban,Split
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,GIANTX,ban,Pearl
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Natus Vincere,ban,Bind
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,FNATIC,ban,Abyss
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Natus Vincere,pick,Pearl
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,FNATIC,pick,Fracture
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Natus Vincere,ban,Lotus
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,FNATIC,ban,Split
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Team Liquid,ban,Lotus
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Apeks,ban,Split
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Team Liquid,pick,Abyss
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Apeks,pick,Pearl
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Team Liquid,ban,Fracture
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Apeks,ban,Bind
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Gentle Mates,ban,Fracture
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,KOI,ban,Abyss
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Gentle Mates,pick,Haven
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,KOI,pick,Lotus
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Gentle Mates,ban,Split
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,KOI,ban,Bind
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,BBL Esports,ban,Fracture
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Team Heretics,ban,Split
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,BBL Esports,pick,Pearl
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Team Heretics,pick,Lotus
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,BBL Esports,ban,Haven
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Team Heretics,ban,Bind
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,FUT Esports,ban,Haven
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Team Vitality,ban,Pearl
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,FUT Esports,pick,Bind
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Team Vitality,pick,Split
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,FUT Esports,ban,Fracture
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Team Vitality,ban,Abyss
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Gentle Mates,ban,Lotus
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,FNATIC,ban,Bind
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Gentle Mates,pick,Abyss
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,FNATIC,pick,Fracture
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Gentle Mates,ban,Split
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,FNATIC,ban,Pearl
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,GIANTX,ban,Abyss
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Team Liquid,ban,Lotus
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,GIANTX,pick,Fracture
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Team Liquid,pick,Split
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,GIANTX,ban,Haven
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Team Liquid,ban,Pearl
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,FUT Esports,ban,Split
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,FNATIC,ban,Bind
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,FUT Esports,pick,Abyss
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,FNATIC,pick,Fracture
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,FUT Esports,ban,Haven
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,FNATIC,ban,Lotus
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Team Liquid,ban,Lotus
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,BBL Esports,ban,Fracture
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Team Liquid,pick,Bind
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,BBL Esports,pick,Pearl
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Team Liquid,ban,Abyss
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,BBL Esports,ban,Haven
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Team Vitality,ban,Pearl
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Team Heretics,ban,Split
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Team Vitality,pick,Haven
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Team Heretics,pick,Abyss
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Team Vitality,ban,Lotus
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Team Heretics,ban,Fracture
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,FUT Esports,ban,Split
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Team Liquid,ban,Pearl
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,FUT Esports,pick,Abyss
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Team Liquid,pick,Bind
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,FUT Esports,ban,Fracture
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Team Liquid,ban,Lotus
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Team Heretics,ban,Split
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Team Liquid,ban,Pearl
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Team Heretics,pick,Lotus
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Team Liquid,pick,Abyss
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Team Heretics,pick,Fracture
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Team Liquid,pick,Haven
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Team Vitality,ban,Pearl
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Team Vitality,ban,Abyss
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Team Vitality,pick,Split
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Team Liquid,pick,Haven
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Team Vitality,pick,Lotus
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Team Liquid,pick,Bind
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,BOOM Esports,ban,Split
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,T1,ban,Abyss
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,BOOM Esports,pick,Pearl
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,T1,pick,Bind
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,BOOM Esports,ban,Haven
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,T1,ban,Lotus
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,Nongshim RedForce,ban,Abyss
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,ZETA DIVISION,ban,Bind
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,Nongshim RedForce,pick,Split
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,ZETA DIVISION,pick,Haven
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,Nongshim RedForce,ban,Pearl
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,ZETA DIVISION,ban,Fracture
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Team Secret,ban,Bind
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Global Esports,ban,Haven
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Team Secret,pick,Abyss
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Global Esports,pick,Split
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Team Secret,ban,Lotus
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Global Esports,ban,Fracture
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Rex Regum Qeon,ban,Bind
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,DetonatioN FocusMe,ban,Fracture
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Rex Regum Qeon,pick,Abyss
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,DetonatioN FocusMe,pick,Pearl
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Rex Regum Qeon,ban,Lotus
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,DetonatioN FocusMe,ban,Split
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Nongshim RedForce,ban,Abyss
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,DRX,ban,Bind
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Nongshim RedForce,pick,Lotus
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,DRX,pick,Pearl
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Nongshim RedForce,ban,Split
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,DRX,ban,Haven
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,T1,ban,Pearl
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Paper Rex,ban,Haven
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,T1,pick,Bind
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Paper Rex,pick,Fracture
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,T1,ban,Lotus
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Paper Rex,ban,Abyss
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Global Esports,ban,Haven
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,TALON,ban,Pearl
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Global Esports,pick,Split
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,TALON,pick,Abyss
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Global Esports,ban,Fracture
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,TALON,ban,Bind
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,ban,Bind
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Gen.G,ban,Split
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,pick,Fracture
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Gen.G,pick,Lotus
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,ban,Pearl
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Gen.G,ban,Abyss
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,BOOM Esports,ban,Split
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Nongshim RedForce,ban,Abyss
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,BOOM Esports,pick,Pearl
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Nongshim RedForce,pick,Bind
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,BOOM Esports,ban,Haven
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Nongshim RedForce,ban,Fracture
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,ZETA DIVISION,ban,Bind
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Paper Rex,ban,Haven
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,ZETA DIVISION,pick,Lotus
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Paper Rex,pick,Fracture
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,ZETA DIVISION,ban,Abyss
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Paper Rex,ban,Split
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Team Secret,ban,Bind
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Rex Regum Qeon,ban,Split
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Team Secret,pick,Lotus
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Rex Regum Qeon,pick,Pearl
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Team Secret,ban,Fracture
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Rex Regum Qeon,ban,Abyss
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Bind
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Global Esports,ban,Haven
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Abyss
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Global Esports,pick,Split
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Pearl
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Global Esports,ban,Fracture
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,TALON,ban,Split
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,T1,ban,Lotus
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,TALON,pick,Fracture
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,T1,pick,Bind
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,TALON,ban,Pearl
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,T1,ban,Abyss
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,DRX,ban,Lotus
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Gen.G,ban,Fracture
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,DRX,pick,Abyss
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Gen.G,pick,Bind
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,DRX,ban,Split
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Gen.G,ban,Pearl
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Rex Regum Qeon,ban,Bind
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Nongshim RedForce,ban,Abyss
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Rex Regum Qeon,pick,Fracture
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Nongshim RedForce,pick,Lotus
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Rex Regum Qeon,ban,Split
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Nongshim RedForce,ban,Haven
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,DetonatioN FocusMe,ban,Bind
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Paper Rex,ban,Haven
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,DetonatioN FocusMe,pick,Abyss
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Paper Rex,pick,Pearl
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,DetonatioN FocusMe,ban,Split
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Paper Rex,ban,Lotus
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Nongshim RedForce,ban,Abyss
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,TALON,ban,Pearl
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Nongshim RedForce,pick,Lotus
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,TALON,pick,Bind
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Nongshim RedForce,ban,Haven
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,TALON,ban,Fracture
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Bind
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Gen.G,ban,Fracture
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Abyss
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Gen.G,pick,Lotus
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Split
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Gen.G,ban,Pearl
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,DRX,ban,Pearl
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,T1,ban,Abyss
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,DRX,pick,Lotus
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,T1,pick,Haven
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,DRX,ban,Bind
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,T1,ban,Split
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,TALON,ban,Pearl
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,Gen.G,ban,Fracture
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,TALON,pick,Bind
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,Gen.G,pick,Lotus
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,TALON,ban,Haven
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,Gen.G,ban,Split
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,T1,ban,Abyss
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Gen.G,ban,Fracture
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,T1,pick,Pearl
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Gen.G,pick,Lotus
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,T1,pick,Haven
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Gen.G,pick,Split
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,DRX,ban,Pearl
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,DRX,ban,Haven
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,DRX,pick,Abyss
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,T1,pick,Lotus
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,DRX,pick,Fracture
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,T1,pick,Bind
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,LOUD,ban,Fracture
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Evil Geniuses,ban,Haven
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,LOUD,pick,Split
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Evil Geniuses,pick,Pearl
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,LOUD,ban,Abyss
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Evil Geniuses,ban,Bind
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,MIBR,ban,Fracture
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,100 Thieves,ban,Abyss
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,MIBR,pick,Lotus
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,100 Thieves,pick,Bind
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,MIBR,ban,Split
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,100 Thieves,ban,Pearl
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,2Game Esports,ban,Fracture
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,FURIA,ban,Pearl
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,2Game Esports,pick,Haven
